Timestamp, Client ID, Message Received
304, 0, $R302 $UPP+0+440+175+1+0+0 $UPP+0+440+175+1+0+0 $UPP+0+455+175+1+0+0 $UPP+0+455+175+1+0+0
304, 1, $R255 $UPP+1+590+175+0+0+0 $UPP+1+590+175+0+0+0
305, 0, $R303 $UPP+0+470+175+1+0+0 $UPP+0+470+175+1+0+0 $UPP+0+470+175+1+0+0 $UPP+0+470+175+1+0+0
305, 1, $R256 $UPP+1+590+175+0+0+0
306, 0, $R304 $UPP+0+470+175+1+3+0 $UPP+0+470+175+1+3+0 $UPP+0+470+175+0+0+0 $UPP+0+470+175+0+0+0
306, 1, $R257 $UPP+1+590+175+0+0+0 $UPP+1+590+175+0+0+0
307, 0, $R305 $UPP+0+455+175+0+0+0 $UPP+0+455+175+0+0+0 $UPP+0+470+175+1+0+0 $UPP+0+470+175+1+0+0
307, 1, $R258 $UPP+1+590+175+0+0+0 $UPP+1+590+175+0+0+0
308, 0, $R306 $UPP+0+485+175+1+0+0 $UPP+0+485+175+1+0+0
308, 1, $R259 $UPP+1+590+175+0+0+0
309, 0, $R307 $UPP+0+500+175+1+0+0 $UPP+0+500+175+1+0+0 $UPP+0+500+175+1+3+0 $UPP+0+500+175+1+3+0
309, 1, $R260 $UPP+1+590+175+0+0+0 $UPP+1+590+175+0+0+0
310, 0, $R308 $UPP+0+500+175+1+3+0 $UPP+0+500+175+1+3+0 $UPP+0+515+175+1+0+0 $UPP+0+515+175+1+0+0
310, 1, $R261 $UPP+1+590+175+0+0+0 $UPP+1+590+175+0+0+0
311, 0, $R309 $UPP+0+515+175+1+0+0 $UPP+0+515+175+1+0+0 $UPP+0+500+175+0+0+0 $UPP+0+500+175+0+0+0
311, 1, $R262 $UPP+1+590+175+0+0+0 $UPP+1+590+175+0+0+0
312, 0, $R310 $UPP+0+500+175+0+3+0 $UPP+0+500+175+0+3+0 $UPP+0+500+175+0+0+0 $UPP+0+500+175+0+0+0
312, 1, $R263 $UPP+1+590+175+0+0+0
313, 0, $R311 $UPP+0+485+175+0+0+0 $UPP+0+485+175+0+0+0 $UPP+0+500+175+1+0+0 $UPP+0+500+175+1+0+0
313, 1, $R264 $UPP+1+590+175+0+0+0 $UPP+1+590+175+0+0+0
314, 0, $R312 $UPP+0+515+175+1+0+0 $UPP+0+515+175+1+0+0
314, 1, $R265 $UPP+1+590+175+0+0+0 $UPP+1+590+175+0+0+0
315, 0, $R313 $UPP+0+515+175+1+3+0 $UPP+0+515+175+1+3+0 $UPP+0+515+175+1+3+0 $UPP+0+515+175+1+3+0
315, 1, $R266 $UPP+1+590+175+0+0+0 $UPP+1+590+175+0+0+0
316, 0, $R314 $UPP+0+530+175+1+0+0 $UPP+0+530+175+1+0+0 $UPP+0+530+175+1+0+0 $UPP+0+530+175+1+0+0
316, 1, $R267 $UPP+1+590+175+0+0+0
317, 0, $R315 $UPP+0+545+175+1+0+0 $UPP+0+545+175+1+0+0 $UPP+0+560+175+1+0+0 $UPP+0+560+175+1+0+0
317, 1, $R268 $UPP+1+590+175+0+0+0 $UPP+1+590+175+0+0+0
318, 0, $R316 $UPP+0+575+175+1+0+0 $UPP+0+575+175+1+0+0 $UPP+0+590+175+1+0+0 $UPP+0+590+175+1+0+0
318, 1, $R269 $UPP+1+590+175+0+0+0 $UPP+1+590+175+0+0+0
319, 0, $R317 $UPP+0+605+175+1+0+0 $UPP+0+605+175+1+0+0 $UPP+0+620+175+1+0+0 $UPP+0+620+175+1+0+0
319, 1, $R270 $UPP+1+590+175+0+0+0 $UPP+1+590+175+0+0+0
320, 0, $R318 $UPP+0+635+175+1+0+0 $UPP+0+635+175+1+0+0
320, 1, $R271 $UPP+1+590+175+0+0+0
321, 0, $R319 $UPP+0+650+175+1+0+0 $UPP+0+650+175+1+0+0 $UPP+0+665+175+1+0+0 $UPP+0+665+175+1+0+0
321, 1, $R272 $UPP+1+590+175+0+0+0 $UPP+1+590+175+0+0+0
322, 0, $R320 $UPP+0+680+175+1+0+0 $UPP+0+680+175+1+0+0 $UPP+0+695+175+1+0+0 $UPP+0+695+175+1+0+0
322, 1, $R273 $UPP+1+590+175+0+0+0 $UPP+1+590+175+0+0+0
323, 0, $R321 $UPP+0+710+175+1+0+0 $UPP+0+710+175+1+0+0 $UPP+0+725+175+1+0+0 $UPP+0+725+175+1+0+0
323, 1, $R274 $UPP+1+590+175+0+0+0
324, 0, $R322 $UPP+0+740+175+1+0+0 $UPP+0+740+175+1+0+0 $UPP+0+755+175+1+0+0 $UPP+0+755+175+1+0+0
324, 1, $R275 $UPP+1+590+175+0+0+0 $UPP+1+590+175+0+0+0
325, 0, $R323 $UPP+0+770+175+1+0+0 $UPP+0+770+175+1+0+0 $UPP+0+770+175+1+4+0 $UPP+0+770+175+1+4+0
325, 1, $R276 $UPP+1+590+175+0+0+0 $UPP+1+590+175+0+0+0
326, 0, $R324 $UPP+0+770+175+1+0+0 $UPP+0+770+175+1+0+0
326, 1, $R277 $UPP+1+590+175+0+0+0 $UPP+1+590+175+0+0+0
327, 0, $R325 $UPP+0+770+175+1+0+0 $UPP+0+770+175+1+0+0 $UPP+0+770+175+1+0+0 $UPP+0+770+175+1+0+0
327, 1, $R278 $UPP+1+590+175+0+0+0
328, 0, $R326 $UPP+0+770+175+1+0+0 $UPP+0+770+175+1+0+0 $UPP+0+770+175+1+0+0 $UPP+0+770+175+1+0+0
328, 1, $R279 $UPP+1+590+175+0+0+0 $UPP+1+590+175+0+0+0
329, 0, $R327 $UPP+0+770+175+1+3+0 $UPP+0+770+175+1+3+0 $UPP+0+770+175+1+3+0 $UPP+0+770+175+1+3+0
329, 1, $R280 $UPP+1+590+175+0+0+0 $UPP+1+590+175+0+0+0
330, 0, $R328 $UPP+0+770+175+1+0+0 $UPP+0+770+175+1+0+0 $UPP+0+765+175+0+0+0 $UPP+0+765+175+0+0+0
330, 1, $R281 $UPP+1+590+175+0+0+0 $UPP+1+590+175+0+0+0
331, 0, $R329 $UPP+0+750+175+0+0+0 $UPP+0+750+175+0+0+0
331, 1, $R282 $UPP+1+590+175+0+0+0
332, 0, $R330 $UPP+0+750+175+1+3+0 $UPP+0+750+175+1+3+0 $UPP+0+750+175+1+3+0 $UPP+0+750+175+1+3+0
332, 1, $R283 $UPP+1+590+175+0+0+0 $UPP+1+590+175+0+0+0
333, 0, $R331 $UPP+0+735+175+1+0+0 $UPP+0+735+175+1+0+0 $UPP+0+735+175+1+0+0 $UPP+0+735+175+1+0+0
333, 1, $R284 $UPP+1+590+175+0+0+0 $UPP+1+590+175+0+0+0
334, 0, $R332 $UPP+0+735+175+1+0+0 $UPP+0+735+175+1+0+0 $UPP+0+735+175+1+0+0 $UPP+0+735+175+1+0+0
334, 1, $R285 $UPP+1+590+175+0+0+0
335, 0, $R333 $UPP+0+750+175+1+0+0 $UPP+0+750+175+1+0+0 $UPP+0+755+175+1+0+0 $UPP+0+755+175+1+0+0
335, 1, $R286 $UPP+1+590+175+0+0+0 $UPP+1+590+175+0+0+0
336, 0, $R334 $UPP+0+755+175+1+4+0 $UPP+0+755+175+1+4+0 $UPP+0+755+175+1+0+0 $UPP+0+755+175+1+0+0
336, 1, $R287 $UPP+1+590+175+0+0+0 $UPP+1+590+175+0+0+0
337, 0, $R335 $UPP+0+755+175+1+0+0 $UPP+0+755+175+1+0+0
337, 1, $R288 $UPP+1+590+175+0+0+0
338, 0, $R336 $UPP+0+760+175+1+0+0 $UPP+0+760+175+1+0+0 $UPP+0+765+175+1+0+0 $UPP+0+765+175+1+0+0
338, 1, $R289 $UPP+1+590+175+0+0+0 $UPP+1+590+175+0+0+0
339, 0, $R337 $UPP+0+770+175+1+0+0 $UPP+0+770+175+1+0+0 $UPP+0+770+175+1+0+0 $UPP+0+770+175+1+0+0
339, 1, $R290 $UPP+1+590+175+0+0+0 $UPP+1+590+175+0+0+0
340, 0, $R338 $UPP+0+770+175+1+0+0 $UPP+0+770+175+1+0+0 $UPP+0+770+175+1+0+0 $UPP+0+770+175+1+0+0
340, 1, $R291 $UPP+1+590+175+0+0+0 $UPP+1+590+175+0+0+0
341, 0, $R339 $UPP+0+770+175+1+0+0 $UPP+0+770+175+1+0+0 $UPP+0+770+175+1+0+0 $UPP+0+770+175+1+0+0
341, 1, $R292 $UPP+1+590+175+0+0+0 $UPP+1+590+175+0+0+0
342, 0, $R340 $UPP+0+770+175+1+0+0 $UPP+0+770+175+1+0+0 $UPP+0+770+175+1+4+0 $UPP+0+770+175+1+4+0
342, 1, $R293 $UPP+1+590+175+0+0+0
343, 0, $R341 $UPP+0+770+175+1+4+0 $UPP+0+770+175+1+4+0
343, 1, $R294 $UPP+1+590+175+0+0+0 $UPP+1+590+175+0+0+0
344, 0, $R342 $UPP+0+770+175+1+0+0 $UPP+0+770+175+1+0+0 $UPP+0+770+175+1+0+0 $UPP+0+770+175+1+0+0
344, 1, $R295 $UPP+1+590+175+0+0+0 $UPP+1+590+175+0+0+0
345, 0, $R343 $UPP+0+770+175+1+0+0 $UPP+0+770+175+1+0+0 $UPP+0+770+175+1+0+0 $UPP+0+770+175+1+0+0
345, 1, $R296 $UPP+1+590+175+0+0+0 $UPP+1+590+175+0+0+0
346, 0, $R344 $UPP+0+770+175+1+0+0 $UPP+0+770+175+1+0+0 $UPP+0+770+175+1+0+0 $UPP+0+770+175+1+0+0
346, 1, $R297 $UPP+1+590+175+0+0+0
347, 0, $R345 $UPP+0+770+175+1+0+0 $UPP+0+770+175+1+0+0 $UPP+0+770+175+1+0+0 $UPP+0+770+175+1+0+0
347, 1, $R298 $UPP+1+590+175+0+0+0 $UPP+1+590+175+0+0+0
348, 0, $R346 $UPP+0+770+175+1+0+0 $UPP+0+770+175+1+0+0
348, 1, $R299 $UPP+1+590+175+0+0+0 $UPP+1+590+175+0+0+0
349, 0, $R347 $UPP+0+770+175+1+4+0 $UPP+0+770+175+1+4+0 $UPP+0+770+175+1+4+0 $UPP+0+770+175+1+4+0
349, 1, $R300 $UPP+1+590+175+0+0+0
350, 0, $R348 $UPP+0+770+175+1+0+0 $UPP+0+770+175+1+0+0 $UPP+0+770+175+1+0+0 $UPP+0+770+175+1+0+0
350, 1, $R301 $UPP+1+590+175+0+0+0 $UPP+1+590+175+0+0+0
351, 0, $R349 $UPP+0+770+175+1+0+0 $UPP+0+770+175+1+0+0 $UPP+0+770+175+1+0+0 $UPP+0+770+175+1+0+0
351, 1, $R302 $UPP+1+590+175+0+0+0 $UPP+1+590+175+0+0+0
352, 0, $R350 $UPP+0+770+175+1+0+0 $UPP+0+770+175+1+0+0 $UPP+0+770+175+1+3+0 $UPP+0+770+175+1+3+0
352, 1, $R303 $UPP+1+590+175+0+0+0 $UPP+1+590+175+0+0+0
353, 0, $R351 $UPP+0+770+175+1+3+0 $UPP+0+770+175+1+3+0 $UPP+0+770+175+1+0+0 $UPP+0+770+175+1+0+0
353, 1, $R304 $UPP+1+590+175+0+0+0
354, 0, $R352 $UPP+0+770+175+1+0+0 $UPP+0+770+175+1+0+0
354, 1, $R305 $UPP+1+590+175+0+0+0 $UPP+1+590+175+0+0+0
355, 0, $R353 $UPP+0+770+175+1+0+0 $UPP+0+770+175+1+0+0 $UPP+0+770+175+1+3+0 $UPP+0+770+175+1+3+0
355, 1, $R306 $UPP+1+590+175+0+0+0 $UPP+1+590+175+0+0+0
356, 0, $R354 $UPP+0+770+175+0+0+0 $UPP+0+770+175+0+0+0 $UPP+0+755+175+0+0+0 $UPP+0+755+175+0+0+0
356, 1, $R307 $UPP+1+590+175+0+0+0 $UPP+1+590+175+0+0+0
357, 0, $R355 $UPP+0+740+175+0+0+0 $UPP+0+740+175+0+0+0 $UPP+0+725+175+0+0+0 $UPP+0+725+175+0+0+0
357, 1, $R308 $UPP+1+590+175+0+0+0
358, 0, $R356 $UPP+0+725+175+0+0+0 $UPP+0+725+175+0+0+0 $UPP+0+725+175+0+0+0 $UPP+0+725+175+0+0+0
358, 1, $R309 $UPP+1+590+175+0+0+0 $UPP+1+590+175+0+0+0
359, 0, $R357 $UPP+0+725+175+0+0+0 $UPP+0+725+175+0+0+0
359, 1, $R310 $UPP+1+590+175+0+0+0 $UPP+1+590+175+0+0+0
360, 0, $R358 $UPP+0+725+175+0+0+0 $UPP+0+725+175+0+0+0 $UPP+0+710+175+0+0+0 $UPP+0+710+175+0+0+0
360, 1, $R311 $UPP+1+590+175+0+0+0 $UPP+1+590+175+0+0+0
361, 0, $R359 $UPP+0+695+175+0+0+0 $UPP+0+695+175+0+0+0 $UPP+0+680+175+0+0+0 $UPP+0+680+175+0+0+0
361, 1, $R312 $UPP+1+590+175+0+0+0
362, 0, $R360 $UPP+0+680+175+0+0+0 $UPP+0+680+175+0+0+0 $UPP+0+680+175+0+0+0 $UPP+0+680+175+0+0+0
362, 1, $R313 $UPP+1+590+175+0+0+0 $UPP+1+590+175+0+0+0
363, 0, $R361 $UPP+0+680+175+0+0+0 $UPP+0+680+175+0+0+0 $UPP+0+680+175+0+0+0 $UPP+0+680+175+0+0+0
363, 1, $R314 $UPP+1+590+175+0+0+0 $UPP+1+590+175+0+0+0
364, 0, $R362 $UPP+0+680+175+0+0+0 $UPP+0+680+175+0+0+0 $UPP+0+680+175+0+0+0 $UPP+0+680+175+0+0+0
364, 1, $R315 $UPP+1+590+175+0+0+0 $UPP+1+590+175+0+0+0
365, 0, $R363 $UPP+0+680+175+0+0+0 $UPP+0+680+175+0+0+0
365, 1, $R316 $UPP+1+590+175+0+0+0
366, 0, $R364 $UPP+0+680+175+0+0+0 $UPP+0+680+175+0+0+0 $UPP+0+680+175+0+0+0 $UPP+0+680+175+0+0+0
366, 1, $R317 $UPP+1+590+175+0+0+0 $UPP+1+590+175+0+0+0
367, 0, $R365 $UPP+0+680+175+0+0+0 $UPP+0+680+175+0+0+0 $UPP+0+680+175+0+0+0 $UPP+0+680+175+0+0+0
367, 1, $R318 $UPP+1+590+175+0+0+0 $UPP+1+590+175+0+0+0
368, 0, $R366 $UPP+0+680+175+0+0+0 $UPP+0+680+175+0+0+0 $UPP+0+680+175+0+0+0 $UPP+0+680+175+0+0+0
368, 1, $R319 $UPP+1+590+175+0+0+0
369, 0, $R367 $UPP+0+680+175+0+0+0 $UPP+0+680+175+0+0+0 $UPP+0+680+175+0+0+0 $UPP+0+680+175+0+0+0
369, 1, $R320 $UPP+1+590+175+0+0+0 $UPP+1+590+175+0+0+0
370, 0, $R368 $UPP+0+680+175+0+0+0 $UPP+0+680+175+0+0+0
370, 1, $R321 $UPP+1+590+175+0+0+0 $UPP+1+590+175+0+0+0
371, 0, $R369 $UPP+0+680+175+0+0+0 $UPP+0+680+175+0+0+0 $UPP+0+680+175+0+0+0 $UPP+0+680+175+0+0+0
371, 1, $R322 $UPP+1+590+175+0+0+0 $UPP+1+590+175+0+0+0
372, 0, $R370 $UPP+0+680+175+0+0+0 $UPP+0+680+175+0+0+0 $UPP+0+680+175+0+0+0 $UPP+0+680+175+0+0+0
372, 1, $R323 $UPP+1+590+175+0+0+0
373, 0, $R371 $UPP+0+680+175+0+0+0 $UPP+0+680+175+0+0+0 $QUIT
374, 0, $R324 $UPP+1+590+175+0+0+0 $UPP+1+590+175+0+0+0 $UPP+1+590+175+0+0+0$R325 $UPP+1+590+175+0+0+0 $UPP+1+590+175+0+0+0$R326
375, 0, $R327 $UPP+1+590+175+0+0+0
376, 0, $R328 $UPP+1+590+175+0+0+0 $UPP+1+590+175+0+0+0
377, 0, $R329 $UPP+1+590+175+0+0+0 $UPP+1+590+175+0+0+0
378, 0, $R330 $UPP+1+590+175+0+0+0 $UPP+1+590+175+0+0+0
379, 0, $R331 $UPP+1+590+175+0+0+0
380, 0, $R332 $UPP+1+590+175+0+0+0 $UPP+1+590+175+0+0+0
381, 0, $R333 $UPP+1+590+175+0+0+0 $UPP+1+590+175+0+0+0
382, 0, $R334 $UPP+1+590+175+0+0+0
383, 0, $R335 $UPP+1+590+175+0+0+0 $UPP+1+590+175+0+0+0
384, 0, $R336 $UPP+1+590+175+0+0+0 $UPP+1+590+175+0+0+0
385, 0, $R337 $UPP+1+590+175+0+0+0 $UPP+1+590+175+0+0+0
386, 0, $R338 $UPP+1+590+175+0+0+0 $UPP+1+590+175+0+0+0
387, 0, $R339 $UPP+1+590+175+0+0+0 $UPP+1+590+175+0+0+0
388, 0, $R340 $UPP+1+590+175+0+0+0
389, 0, $R341 $UPP+1+590+175+0+0+0 $UPP+1+590+175+0+0+0
390, 0, $R342 $UPP+1+590+175+0+0+0 $UPP+1+590+175+0+0+0
391, 0, $R343 $UPP+1+590+175+0+0+0
392, 0, $R344 $UPP+1+590+175+0+0+0 $UPP+1+590+175+0+0+0
393, 0, $R345 $UPP+1+590+175+0+0+0 $UPP+1+590+175+0+0+0
394, 0, $R346 $UPP+1+590+175+0+0+0 $UPP+1+590+175+0+0+0
395, 0, $R347 $UPP+1+590+175+0+0+0
396, 0, $R348 $UPP+1+590+175+0+0+0 $UPP+1+590+175+0+0+0
397, 0, $R349 $UPP+1+590+175+0+0+0 $UPP+1+590+175+0+0+0
398, 0, $R350 $UPP+1+590+175+0+0+0 $UPP+1+590+175+0+0+0
399, 0, $R351 $UPP+1+590+175+0+0+0
400, 0, $R352 $UPP+1+590+175+0+0+0
401, 0, $R353 $UPP+1+590+175+0+0+0 $UPP+1+590+175+0+0+0
402, 0, $R354 $UPP+1+590+175+0+0+0 $UPP+1+590+175+0+0+0
403, 0, $R355 $UPP+1+590+175+0+0+0 $UPP+1+590+175+0+0+0
404, 0, $R356 $UPP+1+590+175+0+0+0
405, 0, $R357 $UPP+1+590+175+0+0+0 $UPP+1+590+175+0+0+0
406, 0, $R358 $UPP+1+590+175+0+0+0 $UPP+1+590+175+0+0+0
407, 0, $R359 $UPP+1+590+175+0+0+0
408, 0, $R360 $UPP+1+590+175+0+0+0 $UPP+1+590+175+0+0+0
